id,flight_number,airline,airline_code,airline_color,origin_code,dest_code,departure_time,arrival_time,duration_minutes,stops,stopover_code,price,cabin_class,available_seats,total_passengers,aircraft,terminal,gate
33054,9I-597,Alliance Air,9I,#0083c9,UTL,BLT,2026-08-02 17:35:36,2026-08-02 19:40:36,125,0,,22173,Business Class,15,141,Boeing 737-800,Terminal 2,Gate 19
33055,SG-557,SpiceJet,SG,#e60000,SSE,HJR,2026-08-04 00:35:36,2026-08-04 02:01:36,86,0,,5130,Economy,21,144,ATR 72-600,Terminal 1,Gate 7
33056,SG-290,SpiceJet,SG,#e60000,KOP,ZER,2026-08-03 02:20:36,2026-08-03 04:11:36,111,1,KQH,6428,Economy,11,133,Boeing 737-800,Terminal 3,Gate 22
33057,IX-338,Air India Express,IX,#f26522,BDQ,ALD,2026-08-13 03:35:36,2026-08-13 04:39:36,64,1,PBN,6224,Economy,24,148,Airbus A320neo,Terminal 2,Gate 19
33058,AI-849,Air India,AI,#ed1b24,BBI,IXD,2026-08-08 16:20:36,2026-08-08 18:36:36,136,1,BBI,60108,First Class,36,139,Boeing 737 MAX 8,Terminal 3,Gate 12
33059,9I-502,Alliance Air,9I,#0083c9,AYJ,NMN,2026-08-05 14:05:36,2026-08-05 15:35:36,90,0,,4747,Economy,11,152,Boeing 737-800,Terminal 1,Gate 21
33060,6E-968,IndiGo,6E,#001b94,OSB,LUD,2026-08-07 16:05:36,2026-08-07 18:44:36,159,0,,65669,First Class,33,121,ATR 72-600,Terminal 1,Gate 14
33061,UK-314,Vistara,UK,#4b164c,MEH,KOP,2026-08-14 07:05:36,2026-08-14 10:11:36,186,0,,7692,Economy,27,179,Boeing 737 MAX 8,Terminal 3,Gate 24
33062,QP-303,Akasa Air,QP,#ff5d00,NDC,SHL,2026-08-07 19:20:36,2026-08-07 21:30:36,130,0,,6831,Economy,3,151,Boeing 737 MAX 8,Terminal 1,Gate 3
33063,6E-365,IndiGo,6E,#001b94,VDY,CFH,2026-08-14 05:05:36,2026-08-14 06:59:36,114,1,CFH,3406,Economy,26,151,Boeing 737 MAX 8,Terminal 1,Gate 9
33064,6E-257,IndiGo,6E,#001b94,MZS,IXZ,2026-08-12 00:05:36,2026-08-12 03:16:36,191,0,,28214,Business Class,5,155,ATR 72-600,Terminal 1,Gate 10
33065,IX-915,Air India Express,IX,#f26522,VTZ,NDC,2026-08-11 15:50:36,2026-08-11 18:59:36,189,0,,61286,First Class,30,149,ATR 72-600,Terminal 1,Gate 16
33066,9I-256,Alliance Air,9I,#0083c9,ASL,KAP,2026-08-07 02:50:36,2026-08-07 04:02:36,72,1,AMD,27422,Business Class,12,132,Boeing 737 MAX 8,Terminal 3,Gate 5
33067,SG-264,SpiceJet,SG,#e60000,KAP,SIH,2026-08-04 22:50:36,2026-08-04 23:47:36,57,0,,20325,Business Class,29,161,Airbus A320neo,Terminal 1,Gate 8
33068,UK-852,Vistara,UK,#4b164c,JAI,PNY,2026-08-01 18:35:36,2026-08-01 21:48:36,193,0,,66613,First Class,16,120,Boeing 737 MAX 8,Terminal 2,Gate 7
33069,AI-122,Air India,AI,#ed1b24,AMRE,WGC,2026-08-08 19:05:36,2026-08-08 21:07:36,122,1,IMF,18201,Business Class,24,144,Airbus A320neo,Terminal 2,Gate 10
33070,IX-501,Air India Express,IX,#f26522,BLT,TRV,2026-08-05 02:35:36,2026-08-05 04:19:36,104,0,,29294,Business Class,13,137,Airbus A321neo,Terminal 2,Gate 23
33071,AI-714,Air India,AI,#ed1b24,VTZ,COK,2026-08-04 02:50:36,2026-08-04 04:37:36,107,0,,5411,Economy,9,153,ATR 72-600,Terminal 1,Gate 5
33072,AI-887,Air India,AI,#ed1b24,PINJ,IMF,2026-08-05 03:50:36,2026-08-05 07:23:36,213,0,,21875,Business Class,6,125,Boeing 737-800,Terminal 3,Gate 16
33073,AI-596,Air India,AI,#ed1b24,KHO,IXP,2026-08-03 19:20:36,2026-08-03 22:29:36,189,0,,10486,Premium Economy,37,160,Airbus A321neo,Terminal 2,Gate 1
33074,IX-963,Air India Express,IX,#f26522,JGA,DGR,2026-08-09 15:05:36,2026-08-09 16:40:36,95,0,,5940,Economy,4,124,ATR 72-600,Terminal 3,Gate 7
33075,UK-285,Vistara,UK,#4b164c,GWL,AJL,2026-08-13 06:20:36,2026-08-13 09:56:36,216,0,,56209,First Class,37,152,Airbus A320neo,Terminal 3,Gate 19
33076,AI-544,Air India,AI,#ed1b24,CCJ,JSA,2026-08-10 03:50:36,2026-08-10 06:21:36,151,0,,34158,Business Class,13,171,ATR 72-600,Terminal 1,Gate 12
33077,AI-570,Air India,AI,#ed1b24,KAI,IXE,2026-08-15 04:35:36,2026-08-15 07:11:36,156,0,,30268,Business Class,32,134,ATR 72-600,Terminal 1,Gate 5
33078,IX-555,Air India Express,IX,#f26522,HSR,PAL,2026-08-08 02:05:36,2026-08-08 04:44:36,159,0,,7674,Economy,31,158,ATR 72-600,Terminal 3,Gate 12
33079,9I-213,Alliance Air,9I,#0083c9,NVM,AYJ,2026-08-04 11:05:36,2026-08-04 13:25:36,140,0,,56342,First Class,7,171,Boeing 737 MAX 8,Terminal 3,Gate 6
33080,SG-913,SpiceJet,SG,#e60000,DIU,HSR,2026-08-09 15:50:36,2026-08-09 18:34:36,164,0,,20336,Business Class,33,164,Boeing 737 MAX 8,Terminal 2,Gate 3
33081,IX-300,Air India Express,IX,#f26522,JAI,ALD,2026-08-07 14:35:36,2026-08-07 17:40:36,185,0,,10570,Premium Economy,29,176,Airbus A320neo,Terminal 1,Gate 17
33082,9I-571,Alliance Air,9I,#0083c9,LKO,BKN,2026-08-12 18:05:36,2026-08-12 19:14:36,69,1,HIR,26790,Business Class,29,132,Airbus A320neo,Terminal 3,Gate 23
33083,IX-777,Air India Express,IX,#f26522,TEZ,BAR,2026-08-15 10:20:36,2026-08-15 13:46:36,206,1,BGP,46798,First Class,24,137,Boeing 737 MAX 8,Terminal 3,Gate 24
33084,IX-821,Air India Express,IX,#f26522,LGP,NVM,2026-08-01 02:35:36,2026-08-01 05:00:36,145,0,,3281,Economy,27,157,Airbus A320neo,Terminal 1,Gate 17
33085,9I-287,Alliance Air,9I,#0083c9,IXE,VTZ,2026-08-07 14:50:36,2026-08-07 16:21:36,91,1,CCJ,11834,Premium Economy,13,163,Boeing 737-800,Terminal 2,Gate 17
33086,9I-587,Alliance Air,9I,#0083c9,PNV,PBF,2026-08-05 06:20:36,2026-08-05 07:34:36,74,0,,49698,First Class,27,168,ATR 72-600,Terminal 3,Gate 7
33087,IX-757,Air India Express,IX,#f26522,KNU,NVM,2026-08-01 18:20:36,2026-08-01 20:24:36,124,1,GAY,9517,Premium Economy,6,154,ATR 72-600,Terminal 3,Gate 3
33088,9I-141,Alliance Air,9I,#0083c9,BGP,DHM,2026-08-13 02:50:36,2026-08-13 06:26:36,216,0,,5439,Economy,17,155,Boeing 737 MAX 8,Terminal 3,Gate 12
33089,6E-723,IndiGo,6E,#001b94,DON,IXC,2026-08-12 06:20:36,2026-08-12 07:18:36,58,0,,31066,Business Class,38,123,ATR 72-600,Terminal 3,Gate 6
33090,UK-920,Vistara,UK,#4b164c,KJB,BID,2026-08-15 10:50:36,2026-08-15 14:10:36,200,0,,13017,Premium Economy,5,169,Airbus A321neo,Terminal 2,Gate 15
33091,6E-244,IndiGo,6E,#001b94,GON,LKO,2026-07-31 19:20:36,2026-07-31 21:49:36,149,0,,10711,Premium Economy,14,176,Boeing 737-800,Terminal 1,Gate 14
33092,6E-409,IndiGo,6E,#001b94,UTL,BHJ,2026-08-10 02:05:36,2026-08-10 03:34:36,89,0,,29106,Business Class,11,177,Airbus A320neo,Terminal 2,Gate 12
33093,UK-641,Vistara,UK,#4b164c,CCU,VNS,2026-08-10 11:05:36,2026-08-10 12:59:36,114,0,,24454,Business Class,17,154,Airbus A320neo,Terminal 3,Gate 10
33094,UK-991,Vistara,UK,#4b164c,IXT,BKN,2026-08-14 19:20:36,2026-08-14 21:35:36,135,1,JRG,7010,Economy,3,122,Airbus A320neo,Terminal 2,Gate 2
33095,9I-501,Alliance Air,9I,#0083c9,IXP,PINJ,2026-08-01 14:20:36,2026-08-01 16:34:36,134,0,,12751,Premium Economy,24,154,Boeing 737 MAX 8,Terminal 1,Gate 16
33096,QP-535,Akasa Air,QP,#ff5d00,PUR,PYB,2026-08-02 14:50:36,2026-08-02 17:58:36,188,0,,23951,Business Class,23,161,Boeing 737-800,Terminal 3,Gate 19
33097,SG-597,SpiceJet,SG,#e60000,SSE,JLG,2026-08-10 12:20:36,2026-08-10 13:42:36,82,0,,6685,Economy,13,135,ATR 72-600,Terminal 1,Gate 10
33098,UK-404,Vistara,UK,#4b164c,IXA,PBN,2026-08-04 06:20:36,2026-08-04 07:43:36,83,0,,5184,Economy,20,131,Boeing 737-800,Terminal 3,Gate 17
33099,UK-683,Vistara,UK,#4b164c,DUM,RXL,2026-08-04 03:35:36,2026-08-04 05:54:36,139,0,,5431,Economy,35,169,Boeing 737-800,Terminal 2,Gate 18
33100,9I-521,Alliance Air,9I,#0083c9,IXM,HBI,2026-08-10 16:50:36,2026-08-10 19:34:36,164,0,,22500,Business Class,2,131,Boeing 737-800,Terminal 1,Gate 6
33101,9I-232,Alliance Air,9I,#0083c9,WGC,SIV,2026-08-07 16:50:36,2026-08-07 19:08:36,138,0,,5226,Economy,35,150,Airbus A321neo,Terminal 1,Gate 3
33102,IX-605,Air India Express,IX,#f26522,NPL,RGD,2026-08-07 09:35:36,2026-08-07 11:01:36,86,0,,6366,Economy,4,155,Boeing 737-800,Terminal 2,Gate 18
33103,6E-101,IndiGo,6E,#001b94,HBX,BAR,2026-08-04 17:20:36,2026-08-04 20:05:36,165,0,,65798,First Class,10,138,Airbus A321neo,Terminal 2,Gate 20
33104,SG-422,SpiceJet,SG,#e60000,KAP,BBI,2026-08-14 08:50:36,2026-08-14 11:46:36,176,0,,9116,Premium Economy,35,142,Boeing 737 MAX 8,Terminal 2,Gate 18
33105,QP-252,Akasa Air,QP,#ff5d00,SHL,CJB,2026-08-15 01:20:36,2026-08-15 03:41:36,141,1,RKG,32571,Business Class,32,166,Airbus A321neo,Terminal 1,Gate 24
33106,6E-360,IndiGo,6E,#001b94,CJB,BHO,2026-08-15 03:50:36,2026-08-15 05:49:36,119,0,,9444,Premium Economy,31,147,Boeing 737-800,Terminal 2,Gate 15
33107,9I-141,Alliance Air,9I,#0083c9,KARN,IXA,2026-08-09 03:20:36,2026-08-09 04:52:36,92,0,,32998,Business Class,13,175,Airbus A321neo,Terminal 3,Gate 22
33108,9I-852,Alliance Air,9I,#0083c9,BBI,ISK,2026-08-07 06:05:36,2026-08-07 07:55:36,110,1,BDQ,8662,Premium Economy,20,142,Boeing 737-800,Terminal 1,Gate 1
33109,9I-540,Alliance Air,9I,#0083c9,IXB,SLV,2026-08-03 14:50:36,2026-08-03 17:55:36,185,0,,63457,First Class,25,129,Airbus A320neo,Terminal 1,Gate 24
33110,IX-679,Air India Express,IX,#f26522,TIR,MAA,2026-08-07 23:50:36,2026-08-08 02:12:36,142,0,,18066,Business Class,33,137,Boeing 737 MAX 8,Terminal 3,Gate 21
33111,IX-423,Air India Express,IX,#f26522,BHO,COK,2026-08-15 03:35:36,2026-08-15 07:02:36,207,0,,63715,First Class,33,130,Airbus A320neo,Terminal 1,Gate 2
33112,9I-634,Alliance Air,9I,#0083c9,KJB,CHI,2026-08-14 22:20:36,2026-08-15 01:51:36,211,0,,66263,First Class,35,177,Airbus A320neo,Terminal 2,Gate 22
33113,IX-448,Air India Express,IX,#f26522,DED,IXM,2026-08-05 07:50:36,2026-08-05 10:51:36,181,1,BDQ,53666,First Class,13,125,Airbus A320neo,Terminal 3,Gate 13
33114,AI-266,Air India,AI,#ed1b24,IXG,SWM,2026-08-02 12:20:36,2026-08-02 14:10:36,110,0,,58041,First Class,19,141,Airbus A320neo,Terminal 2,Gate 22
33115,SG-150,SpiceJet,SG,#e60000,IXR,KAR,2026-08-15 02:20:36,2026-08-15 03:17:36,57,0,,10991,Premium Economy,7,159,Airbus A321neo,Terminal 1,Gate 13
33116,9I-915,Alliance Air,9I,#0083c9,CNN,MZS,2026-08-08 18:50:36,2026-08-08 20:03:36,73,1,GOI,55660,First Class,27,161,Boeing 737 MAX 8,Terminal 1,Gate 9
33117,UK-898,Vistara,UK,#4b164c,KJB,TEZU,2026-08-09 03:05:36,2026-08-09 05:02:36,117,1,AMR,6464,Economy,11,143,Boeing 737-800,Terminal 3,Gate 22
33118,6E-784,IndiGo,6E,#001b94,JLG,MAA,2026-08-08 15:20:36,2026-08-08 17:35:36,135,0,,3272,Economy,7,121,Boeing 737-800,Terminal 2,Gate 24
33119,QP-839,Akasa Air,QP,#ff5d00,SAG,AGX,2026-08-12 11:05:36,2026-08-12 13:27:36,142,0,,33003,Business Class,35,135,Boeing 737-800,Terminal 3,Gate 1
33120,IX-888,Air India Express,IX,#f26522,LAT,BLR,2026-08-05 10:20:36,2026-08-05 12:41:36,141,0,,5589,Economy,13,163,Airbus A320neo,Terminal 1,Gate 20
33121,IX-741,Air India Express,IX,#f26522,AJL,DMO,2026-08-10 18:05:36,2026-08-10 20:33:36,148,1,RMD,14234,Premium Economy,14,156,Boeing 737 MAX 8,Terminal 1,Gate 19
33122,6E-144,IndiGo,6E,#001b94,PNV,JGD,2026-08-02 05:05:36,2026-08-02 07:49:36,164,0,,3948,Economy,3,164,Airbus A321neo,Terminal 1,Gate 12
33123,IX-878,Air India Express,IX,#f26522,CKU,IMF,2026-08-14 13:35:36,2026-08-14 16:29:36,174,0,,32236,Business Class,22,175,Airbus A321neo,Terminal 3,Gate 14
33124,9I-808,Alliance Air,9I,#0083c9,HZD,ROU,2026-08-08 16:20:36,2026-08-08 18:39:36,139,1,KAP,23176,Business Class,23,154,Airbus A320neo,Terminal 2,Gate 10
33125,SG-312,SpiceJet,SG,#e60000,IXL,HSR,2026-08-09 20:05:36,2026-08-09 21:55:36,110,0,,9594,Premium Economy,8,135,ATR 72-600,Terminal 2,Gate 6
33126,AI-301,Air India,AI,#ed1b24,WGC,AGR,2026-08-10 01:20:36,2026-08-10 04:27:36,187,0,,7072,Economy,37,135,Boeing 737-800,Terminal 2,Gate 7
33127,IX-827,Air India Express,IX,#f26522,PAT,BLR,2026-08-15 05:50:36,2026-08-15 08:11:36,141,1,PAL,6360,Economy,22,180,Airbus A320neo,Terminal 3,Gate 2
33128,QP-583,Akasa Air,QP,#ff5d00,IXL,ATQ,2026-08-09 10:50:36,2026-08-09 13:58:36,188,1,AKL,19699,Business Class,27,180,ATR 72-600,Terminal 3,Gate 7
33129,UK-374,Vistara,UK,#4b164c,AMH,IXA,2026-08-14 22:05:36,2026-08-15 01:27:36,202,0,,6363,Economy,37,150,Boeing 737-800,Terminal 3,Gate 13
33130,SG-490,SpiceJet,SG,#e60000,CFH,LKO,2026-08-05 03:50:36,2026-08-05 05:00:36,70,0,,45182,First Class,22,144,Boeing 737 MAX 8,Terminal 2,Gate 24
33131,9I-201,Alliance Air,9I,#0083c9,DED,GON,2026-08-14 09:05:36,2026-08-14 11:05:36,120,0,,7382,Economy,20,179,ATR 72-600,Terminal 3,Gate 24
33132,IX-828,Air India Express,IX,#f26522,ZER,CHI,2026-08-01 08:35:36,2026-08-01 09:30:36,55,0,,5977,Economy,6,154,Airbus A320neo,Terminal 1,Gate 18
33133,9I-757,Alliance Air,9I,#0083c9,KAP,IXM,2026-08-05 21:20:36,2026-08-05 23:20:36,120,0,,13960,Premium Economy,14,124,ATR 72-600,Terminal 3,Gate 7
33134,QP-326,Akasa Air,QP,#ff5d00,SHL,AMH,2026-08-03 14:05:36,2026-08-03 16:41:36,156,0,,14853,Premium Economy,8,133,Boeing 737-800,Terminal 3,Gate 17
33135,IX-809,Air India Express,IX,#f26522,AMH,IXM,2026-08-14 00:35:36,2026-08-14 03:15:36,160,1,LUD,54509,First Class,29,125,Airbus A321neo,Terminal 1,Gate 10
33136,IX-728,Air India Express,IX,#f26522,DBR,PNQ,2026-08-15 08:20:36,2026-08-15 10:48:36,148,1,HIR,29281,Business Class,33,167,Boeing 737 MAX 8,Terminal 2,Gate 1
33137,IX-404,Air India Express,IX,#f26522,PUR,WGC,2026-08-10 03:20:36,2026-08-10 05:14:36,114,0,,30175,Business Class,5,167,Boeing 737-800,Terminal 2,Gate 20
33138,UK-610,Vistara,UK,#4b164c,ZER,HSR,2026-08-05 10:05:36,2026-08-05 13:18:36,193,0,,32350,Business Class,16,160,Airbus A320neo,Terminal 2,Gate 10
33139,9I-649,Alliance Air,9I,#0083c9,VZY,DED,2026-08-05 02:35:36,2026-08-05 04:39:36,124,0,,51088,First Class,20,136,Boeing 737 MAX 8,Terminal 3,Gate 1
33140,SG-715,SpiceJet,SG,#e60000,ANK,PAL,2026-08-05 20:20:36,2026-08-05 21:42:36,82,0,,56379,First Class,10,157,Airbus A321neo,Terminal 3,Gate 16
33141,AI-330,Air India,AI,#ed1b24,ZER,COK,2026-08-14 08:05:36,2026-08-14 11:21:36,196,0,,22193,Business Class,16,153,Boeing 737-800,Terminal 2,Gate 18
33142,AI-984,Air India,AI,#ed1b24,HSR,KNU,2026-08-01 00:05:36,2026-08-01 02:27:36,142,0,,11907,Premium Economy,5,143,Airbus A320neo,Terminal 2,Gate 7
33143,QP-999,Akasa Air,QP,#ff5d00,NAG,ZER,2026-08-09 02:20:36,2026-08-09 04:36:36,136,0,,57991,First Class,12,150,Boeing 737-800,Terminal 2,Gate 17
33144,AI-334,Air India,AI,#ed1b24,IMF,KJB,2026-08-14 08:35:36,2026-08-14 11:16:36,161,0,,7480,Economy,15,155,ATR 72-600,Terminal 3,Gate 17
33145,6E-612,IndiGo,6E,#001b94,YTL,NPL,2026-08-02 17:20:36,2026-08-02 20:48:36,208,0,,5379,Economy,22,147,Airbus A321neo,Terminal 1,Gate 6
33146,IX-303,Air India Express,IX,#f26522,KAM,BOK,2026-08-10 17:50:36,2026-08-10 20:30:36,160,1,IMF,6318,Economy,38,173,Boeing 737-800,Terminal 2,Gate 16
33147,9I-833,Alliance Air,9I,#0083c9,IXM,HYD,2026-08-05 01:50:36,2026-08-05 03:14:36,84,1,RXL,10327,Premium Economy,35,142,Boeing 737-800,Terminal 2,Gate 1
33148,AI-291,Air India,AI,#ed1b24,NVY,KNU,2026-08-07 20:20:36,2026-08-07 21:42:36,82,0,,10608,Premium Economy,23,145,ATR 72-600,Terminal 1,Gate 14
33149,UK-984,Vistara,UK,#4b164c,MAL,DHM,2026-08-07 19:35:36,2026-08-07 22:17:36,162,0,,9690,Premium Economy,15,130,Airbus A320neo,Terminal 1,Gate 1
33150,9I-804,Alliance Air,9I,#0083c9,KUU,JRH,2026-08-12 01:50:36,2026-08-12 03:12:36,82,0,,11262,Premium Economy,12,130,ATR 72-600,Terminal 1,Gate 18
33151,6E-718,IndiGo,6E,#001b94,COK,BHU,2026-08-02 00:35:36,2026-08-02 02:13:36,98,0,,7364,Economy,10,137,Boeing 737-800,Terminal 2,Gate 8
33152,6E-634,IndiGo,6E,#001b94,JSA,CFH,2026-08-13 05:50:36,2026-08-13 09:17:36,207,1,NDC,6439,Economy,22,124,Airbus A320neo,Terminal 3,Gate 19
33153,IX-589,Air India Express,IX,#f26522,JRG,TCR,2026-08-06 06:20:36,2026-08-06 07:17:36,57,0,,2956,Economy,16,135,Boeing 737-800,Terminal 3,Gate 8
33154,AI-931,Air India,AI,#ed1b24,IMF,YTL,2026-08-09 23:05:36,2026-08-10 01:53:36,168,0,,64182,First Class,5,149,Boeing 737-800,Terminal 2,Gate 23
33155,SG-893,SpiceJet,SG,#e60000,AGR,BVC,2026-08-07 13:50:36,2026-08-07 17:05:36,195,1,CHI,21267,Business Class,31,139,Boeing 737 MAX 8,Terminal 2,Gate 14
33156,AI-144,Air India,AI,#ed1b24,IXW,TRV,2026-08-09 15:05:36,2026-08-09 17:01:36,116,1,GOI,44982,First Class,27,130,ATR 72-600,Terminal 3,Gate 15
33157,SG-613,SpiceJet,SG,#e60000,JGD,IXG,2026-08-02 21:05:36,2026-08-02 23:28:36,143,0,,14477,Premium Economy,12,152,Airbus A320neo,Terminal 1,Gate 16
33158,QP-158,Akasa Air,QP,#ff5d00,HBI,IXT,2026-08-12 01:05:36,2026-08-12 02:13:36,68,0,,14858,Premium Economy,26,166,Boeing 737 MAX 8,Terminal 1,Gate 13
33159,AI-948,Air India,AI,#ed1b24,ATQ,BID,2026-08-07 07:50:36,2026-08-07 09:36:36,106,0,,32669,Business Class,3,167,Airbus A321neo,Terminal 1,Gate 1
33160,UK-397,Vistara,UK,#4b164c,LAT,GOP,2026-08-13 16:20:36,2026-08-13 19:58:36,218,0,,9242,Premium Economy,21,178,ATR 72-600,Terminal 2,Gate 18
33161,UK-165,Vistara,UK,#4b164c,KAR,PINJ,2026-08-09 23:05:36,2026-08-10 01:20:36,135,0,,5222,Economy,25,130,Airbus A320neo,Terminal 1,Gate 12
33162,UK-858,Vistara,UK,#4b164c,PAL,GWL,2026-08-04 14:05:36,2026-08-04 15:54:36,109,0,,32875,Business Class,32,134,ATR 72-600,Terminal 1,Gate 10
33163,SG-820,SpiceJet,SG,#e60000,BLT,RMD,2026-08-07 02:50:36,2026-08-07 05:18:36,148,0,,2949,Economy,34,157,Boeing 737 MAX 8,Terminal 2,Gate 9
33164,6E-312,IndiGo,6E,#001b94,IXT,HBI,2026-08-04 09:20:36,2026-08-04 12:06:36,166,1,PNQ,46490,First Class,15,154,Airbus A320neo,Terminal 3,Gate 14
33165,9I-900,Alliance Air,9I,#0083c9,HZD,BLR,2026-08-14 23:05:36,2026-08-15 00:42:36,97,0,,9420,Premium Economy,17,164,Airbus A320neo,Terminal 1,Gate 13
33166,SG-368,SpiceJet,SG,#e60000,ISK,DON,2026-07-31 15:35:36,2026-07-31 18:34:36,179,0,,12358,Premium Economy,30,125,ATR 72-600,Terminal 3,Gate 3
33167,6E-856,IndiGo,6E,#001b94,IXJ,HZD,2026-08-11 23:05:36,2026-08-12 00:33:36,88,0,,11353,Premium Economy,20,144,Airbus A321neo,Terminal 2,Gate 10
33168,SG-406,SpiceJet,SG,#e60000,ASL,LAT,2026-08-12 12:20:36,2026-08-12 13:22:36,62,0,,25054,Business Class,14,138,ATR 72-600,Terminal 2,Gate 17
33169,QP-411,Akasa Air,QP,#ff5d00,JSA,PUR,2026-08-11 15:05:36,2026-08-11 16:44:36,99,0,,51014,First Class,34,162,Boeing 737-800,Terminal 1,Gate 1
33170,6E-862,IndiGo,6E,#001b94,AMD,IMF,2026-08-06 07:50:36,2026-08-06 08:48:36,58,1,NVY,20211,Business Class,20,146,Boeing 737-800,Terminal 3,Gate 4
33171,6E-834,IndiGo,6E,#001b94,PNY,DUM,2026-08-10 23:35:36,2026-08-11 01:55:36,140,0,,6523,Economy,11,175,Boeing 737 MAX 8,Terminal 1,Gate 16
33172,SG-576,SpiceJet,SG,#e60000,MAA,HSR,2026-08-13 00:35:36,2026-08-13 03:33:36,178,0,,3250,Economy,13,147,Boeing 737-800,Terminal 2,Gate 9
33173,AI-880,Air India,AI,#ed1b24,DED,BLR,2026-08-12 22:50:36,2026-08-13 01:23:36,153,0,,32082,Business Class,7,130,ATR 72-600,Terminal 1,Gate 24
33174,6E-179,IndiGo,6E,#001b94,BPI,GOX,2026-08-02 06:20:36,2026-08-02 08:10:36,110,0,,13947,Premium Economy,21,147,Airbus A320neo,Terminal 2,Gate 14
33175,AI-367,Air India,AI,#ed1b24,DBR,BDQ,2026-08-02 12:05:36,2026-08-02 14:50:36,165,0,,21534,Business Class,3,129,ATR 72-600,Terminal 1,Gate 18
33176,UK-848,Vistara,UK,#4b164c,KAM,RXL,2026-08-11 07:35:36,2026-08-11 10:39:36,184,0,,9237,Premium Economy,34,161,Boeing 737 MAX 8,Terminal 3,Gate 19
33177,QP-677,Akasa Air,QP,#ff5d00,IXB,MYQ,2026-08-10 03:50:36,2026-08-10 05:49:36,119,0,,58316,First Class,28,120,Airbus A321neo,Terminal 2,Gate 3
33178,IX-929,Air India Express,IX,#f26522,VTZ,TRZ,2026-08-12 06:35:36,2026-08-12 08:12:36,97,0,,10595,Premium Economy,27,154,Boeing 737 MAX 8,Terminal 2,Gate 13
33179,IX-246,Air India Express,IX,#f26522,UTK,NDC,2026-08-13 00:50:36,2026-08-13 04:17:36,207,0,,2966,Economy,35,171,ATR 72-600,Terminal 1,Gate 2
33180,9I-933,Alliance Air,9I,#0083c9,BHO,BLR,2026-08-02 09:35:36,2026-08-02 10:31:36,56,0,,47471,First Class,12,128,Airbus A320neo,Terminal 2,Gate 17
33181,IX-331,Air India Express,IX,#f26522,IXW,NVM,2026-08-10 11:05:36,2026-08-10 12:54:36,109,0,,7552,Economy,7,166,ATR 72-600,Terminal 2,Gate 3
33182,AI-374,Air India,AI,#ed1b24,COK,BOM,2026-08-07 12:20:36,2026-08-07 14:30:36,130,0,,11645,Premium Economy,29,148,Airbus A321neo,Terminal 1,Gate 6
33183,SG-477,SpiceJet,SG,#e60000,HZD,KAM,2026-08-12 05:20:36,2026-08-12 07:38:36,138,0,,13257,Premium Economy,10,178,Airbus A321neo,Terminal 2,Gate 23
33184,6E-976,IndiGo,6E,#001b94,BLR,HSS,2026-08-10 09:50:36,2026-08-10 11:43:36,113,0,,30063,Business Class,18,150,Airbus A321neo,Terminal 2,Gate 15
33185,6E-651,IndiGo,6E,#001b94,PNQ,RGD,2026-08-07 12:20:36,2026-08-07 15:12:36,172,1,ALD,5843,Economy,23,146,Boeing 737 MAX 8,Terminal 2,Gate 14
33186,9I-260,Alliance Air,9I,#0083c9,KOP,AKL,2026-08-09 23:20:36,2026-08-10 01:31:36,131,0,,21080,Business Class,21,167,Airbus A321neo,Terminal 2,Gate 21
33187,9I-912,Alliance Air,9I,#0083c9,DUM,HSR,2026-08-07 13:35:36,2026-08-07 15:38:36,123,0,,62926,First Class,4,145,Airbus A320neo,Terminal 3,Gate 24
33188,QP-727,Akasa Air,QP,#ff5d00,KHA,REW,2026-08-04 02:20:36,2026-08-04 04:34:36,134,0,,34681,Business Class,37,125,Boeing 737-800,Terminal 2,Gate 6
33189,AI-694,Air India,AI,#ed1b24,SNE,JSA,2026-08-09 12:05:36,2026-08-09 13:28:36,83,0,,5955,Economy,37,141,ATR 72-600,Terminal 1,Gate 18
33190,SG-378,SpiceJet,SG,#e60000,ROU,REW,2026-07-31 17:50:36,2026-07-31 20:09:36,139,0,,3237,Economy,5,164,ATR 72-600,Terminal 1,Gate 16
33191,9I-809,Alliance Air,9I,#0083c9,AMD,DIU,2026-08-12 18:20:36,2026-08-12 20:22:36,122,0,,38151,First Class,34,169,Boeing 737 MAX 8,Terminal 2,Gate 20
33192,AI-648,Air India,AI,#ed1b24,GOP,RXL,2026-08-02 16:50:36,2026-08-02 18:13:36,83,1,RGD,14915,Premium Economy,6,158,ATR 72-600,Terminal 3,Gate 3
33193,UK-244,Vistara,UK,#4b164c,ATQ,IXB,2026-08-10 07:35:36,2026-08-10 10:32:36,177,0,,7750,Economy,5,134,Boeing 737 MAX 8,Terminal 1,Gate 22
33194,6E-621,IndiGo,6E,#001b94,JDH,PNV,2026-08-12 12:05:36,2026-08-12 15:01:36,176,0,,21895,Business Class,16,137,Boeing 737 MAX 8,Terminal 3,Gate 11
33195,9I-944,Alliance Air,9I,#0083c9,PYG,TRZ,2026-08-12 18:05:36,2026-08-12 20:18:36,133,1,RXL,11621,Premium Economy,9,163,Boeing 737-800,Terminal 1,Gate 7
33196,SG-414,SpiceJet,SG,#e60000,SNE,DIU,2026-08-01 00:20:36,2026-08-01 03:28:36,188,0,,13188,Premium Economy,20,126,Airbus A320neo,Terminal 3,Gate 7
